text,label
"saya sangat bersyukur dengan semua ini",2
"alhamdulillah, saya berasa gembira",2
"saya suka sangat",2
"saya rasa bahagia",2
"hati saya penuh dengan kegembiraan",2
"saya rasa bersyukur",2
"saya amat berterima kasih",2
"saya rasa sangat berharga",2
"saya bergembira hari ini",2
"saya sangat berpuas hati",2
"saya seronok dengan kemajuan anak saya",2
"alhamdulillah, semuanya baik-baik",2
"saya rasa amat ceria",2
"saya sangat berbesar hati",2
"saya suka dengan hasil ini",2
"saya rasa bahagia dan tenang",2
"saya semakin yakin",2
"saya rasa sangat positif",2
"saya gembira dengan kemajuan",2
"saya berasa sungguh gembira",2
"saya sangat terharu dengan kebaikan ini",2
"alhamdulillah, saya sangat berterima kasih",2
"saya rasa seperti diimpikan",2
"saya rasa ceria dan bertenaga",2
"hari ini membawa kebahagiaan",2
"saya amat bersyukur dengan semua ini",2
"saya berasa sangat lega",2
"saya sangat bahagia",2
"saya rasa seronok sangat",2
"saya suka dengan perkembangan ini",2
"alhamdulillah, saya gembira",2
"saya rasa amat baik hari ini",2
"saya sangat puas dengan hasilnya",2
"saya berasa sangat bertuah",2
"saya rasa sangat bersemangat",2
"saya gembira melihat anak saya ceria",2
"saya sangat bersyukur dengan bantuan ini",2
"saya rasa sangat dihargai",2
"saya lega dan gembira",2
"saya suka dengan kemajuan ini",2
"saya rasa sangat optimis",2
"saya sangat ceria hari ini",2
"saya berasa sangat baik",2
"alhamdulillah, syukur sangat banyak",2
"saya rasa seperti menang hadiah",2
"saya berasa sungguh bahagia",2
"saya sangat seronok dengan sesi ini",2
"saya rasa sangat baik dan positif",2
"saya amat gembira dengan ini",2
"saya bersyukur dengan kemajuan anak saya",2
"saya rasa sangat berterima kasih",2
"alhamdulillah, segala-galanya baik",2
"saya rasa gembira",2
"saya berasa seronok",2
"hari ini hari yang baik",2
"saya sangat bertuah",2
"saya berasa bangga",2
"alhamdulillah, syukur",2
"saya rasa bahagia",2
"saya sangat suka",2
"terbaik",2
"bagus",2
"hebat",2
"mantap",2
"gempak",2
"best",2
"seronok",2
"gembira",2
"ceria",2
"tenang",2
"puas",2
"lega",2
"yakin",2
"optimis",2
"bersyukur",2
"berterima kasih",2
"terharu",2
"teruja",2
"terinspirasi",2
"bersemangat",2
"bertenaga",2
"positif",2
"bahagia",2
"indah",2
"bermakna",2
"berharga",2
"beruntung",2
